mouse,session,trial,result
Mouse4,4,94,1
Mouse4,4,95,1
Mouse4,4,96,1
Mouse4,4,97,1
Mouse4,4,98,0
Mouse4,4,99,1
Mouse4,4,100,1
Mouse4,4,101,1
Mouse4,4,102,1
Mouse4,5,1,0
Mouse4,5,2,0
Mouse4,5,3,1
Mouse4,5,4,1
Mouse4,5,5,1
Mouse4,5,6,1
Mouse4,5,7,1
Mouse4,5,8,1
Mouse4,5,9,1
Mouse4,5,10,0
Mouse4,5,11,1
Mouse4,5,12,1
Mouse4,5,13,1
Mouse4,5,14,1
Mouse4,5,15,1
Mouse4,5,16,1
Mouse4,5,17,1
Mouse4,5,18,1
Mouse4,5,19,1
Mouse4,5,20,1
Mouse4,5,21,1
Mouse4,5,22,1
Mouse4,5,23,1
Mouse4,5,24,0
Mouse4,5,25,0
Mouse4,5,26,1
Mouse4,5,27,1
Mouse4,5,28,1
Mouse4,5,29,1
Mouse4,5,30,1
Mouse4,5,31,1
Mouse4,5,32,1
Mouse4,5,33,1
Mouse4,5,34,0
Mouse4,5,35,1
Mouse4,5,36,1
Mouse4,5,37,1
Mouse4,5,38,1
Mouse4,5,39,1
Mouse4,5,40,1
Mouse4,5,41,0
Mouse4,5,42,1
Mouse4,5,43,1
Mouse4,5,44,1
Mouse4,5,45,1
Mouse4,5,46,1
Mouse4,5,47,1
Mouse4,5,48,0
Mouse4,5,49,1
Mouse4,5,50,1
Mouse4,5,51,1
Mouse4,5,52,1
Mouse4,5,53,1
Mouse4,5,54,0
Mouse4,5,55,1
Mouse4,5,56,1
Mouse4,5,57,1
Mouse4,5,58,1
Mouse4,5,59,1
Mouse4,5,60,1
Mouse4,5,61,1
Mouse4,5,62,1
Mouse4,5,63,1
Mouse4,5,64,0
Mouse4,5,65,1
Mouse4,5,66,1
Mouse4,5,67,1
Mouse4,5,68,1
Mouse4,5,69,1
Mouse4,5,70,0
Mouse4,5,71,1
Mouse4,5,72,1
Mouse4,5,73,1
Mouse4,5,74,1
Mouse4,5,75,1
Mouse4,5,76,1
Mouse4,5,77,1
Mouse4,5,78,1
Mouse4,5,79,1
Mouse4,5,80,1
Mouse4,5,81,1
Mouse4,5,82,1
Mouse4,5,83,1
Mouse4,5,84,1
Mouse4,5,85,0
Mouse4,5,86,1
Mouse4,5,87,1
Mouse4,5,88,0
Mouse4,5,89,1
Mouse4,5,90,1
Mouse4,5,91,1
Mouse4,5,92,1
Mouse4,5,93,0
Mouse4,5,94,0
Mouse4,5,95,1
